Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Name,Type_x,Address,City,Contact,Receiver_ID,Status,Type_y
258,Fish,24,2025-03-21,101,Restaurant,East Angelafort,Vegetarian,Breakfast,Chambers-Waters,Restaurant,"56762 Kimberly Light Suite 474
Matthewmouth, UT 45275",East Angelafort,001-230-322-3448x38934,360.0,Pending,Shelter
259,Rice,44,2025-03-27,815,Grocery Store,Ashleyhaven,Non-Vegetarian,Snacks,Brown-Butler,Grocery Store,"USCGC Steele
FPO AE 35280",Ashleyhaven,(509)390-1118,,,
260,Fruits,50,2025-03-29,723,Supermarket,Jessicaland,Vegetarian,Dinner,Butler-Phillips,Supermarket,"USNV Gordon
FPO AP 25294",Jessicaland,+1-366-362-7376x557,901.0,Cancelled,Shelter
261,Pasta,15,2025-03-21,112,Restaurant,East Courtneymouth,Non-Vegetarian,Lunch,"Webb, Graves and Harrison",Restaurant,"3538 Fields Vista Suite 058
West Sonya, IN 53745",East Courtneymouth,935.714.9134x34359,705.0,Completed,Charity
262,Dairy,47,2025-03-30,693,Restaurant,Raybury,Vegetarian,Breakfast,Salazar PLC,Restaurant,"384 Allison Ports
North Rachel, CT 22924",Raybury,180-591-9657x697,245.0,Pending,Shelter
262,Dairy,47,2025-03-30,693,Restaurant,Raybury,Vegetarian,Breakfast,Salazar PLC,Restaurant,"384 Allison Ports
North Rachel, CT 22924",Raybury,180-591-9657x697,688.0,Completed,Charity
263,Salad,21,2025-03-30,408,Supermarket,Riceshire,Vegetarian,Breakfast,Thompson-Ortiz,Supermarket,"389 Everett Camp Apt. 540
Wongfort, MA 92301",Riceshire,5027424022,,,
264,Bread,49,2025-03-24,484,Restaurant,North Douglasfurt,Vegetarian,Dinner,Nelson-White,Restaurant,"413 Atkinson Lodge
South Michael, WY 43133",North Douglasfurt,001-558-380-9342x873,,,
265,Fruits,32,2025-03-26,862,Grocery Store,East Tammy,Non-Vegetarian,Breakfast,Obrien-Carr,Grocery Store,"7915 Jacob Tunnel Suite 241
New Lisaport, HI 08755",East Tammy,096.381.4881x4011,460.0,Cancelled,Shelter
266,Soup,30,2025-03-23,589,Restaurant,Morganhaven,Vegetarian,Lunch,"Boyd, Padilla and Simpson",Restaurant,"95686 Franco Mountains Suite 475
North Larry, WI 78578",Morganhaven,694-875-6150,,,
267,Soup,6,2025-03-30,107,Restaurant,West Lauraborough,Non-Vegetarian,Dinner,"Pollard, Tyler and Davis",Restaurant,"120 Johnson Mountains
New Daniel, WI 58864",West Lauraborough,7599766878,,,
268,Fish,21,2025-03-29,485,Restaurant,East Andrea,Non-Vegetarian,Breakfast,Baker-Mcdonald,Restaurant,"290 Bowen Loaf Apt. 261
Gordonshire, ME 35368",East Andrea,933.503.6294x194,,,
269,Soup,36,2025-03-28,595,Grocery Store,Port Matthew,Non-Vegetarian,Snacks,Knox and Sons,Grocery Store,"PSC 6513, Box 7743
APO AP 22827",Port Matthew,967.217.8511x139,859.0,Completed,Charity
270,Pasta,29,2025-03-29,201,Catering Service,Sandrastad,Vegan,Lunch,Ramirez LLC,Catering Service,"1488 Cook Ports
South Lindsay, WI 06937",Sandrastad,001-916-437-4521x821,,,
271,Rice,22,2025-03-17,254,Restaurant,Reidland,Vegan,Breakfast,Huber Group,Restaurant,"36361 Roger Trail Apt. 099
Ashleybury, MD 98039",Reidland,001-841-494-8011x4394,249.0,Cancelled,Charity
271,Rice,22,2025-03-17,254,Restaurant,Reidland,Vegan,Breakfast,Huber Group,Restaurant,"36361 Roger Trail Apt. 099
Ashleybury, MD 98039",Reidland,001-841-494-8011x4394,372.0,Pending,Charity
271,Rice,22,2025-03-17,254,Restaurant,Reidland,Vegan,Breakfast,Huber Group,Restaurant,"36361 Roger Trail Apt. 099
Ashleybury, MD 98039",Reidland,001-841-494-8011x4394,394.0,Pending,Charity
272,Vegetables,30,2025-03-25,151,Restaurant,Anthonyshire,Vegan,Dinner,Butler-Newman,Restaurant,"531 Christine Plains Apt. 814
New Randall, GA 19091",Anthonyshire,+1-832-258-6208x585,191.0,Pending,Shelter
273,Salad,32,2025-03-16,446,Catering Service,Port Richardshire,Non-Vegetarian,Lunch,Nichols-Barnes,Catering Service,"PSC 0287, Box 6878
APO AP 95472",Port Richardshire,507-731-3315,607.0,Cancelled,NGO
274,Salad,37,2025-03-29,768,Restaurant,South Danielle,Vegan,Snacks,"Davis, Hughes and Leblanc",Restaurant,"64539 Sabrina Rest
Port Dennisfort, FL 23814",South Danielle,450-388-2214,,,
275,Fish,35,2025-03-24,657,Supermarket,Davidland,Non-Vegetarian,Breakfast,Carpenter-Wright,Supermarket,"2253 Paul Circles
Taylorland, CA 85679",Davidland,001-482-381-7341x4903,354.0,Completed,Charity
275,Fish,35,2025-03-24,657,Supermarket,Davidland,Non-Vegetarian,Breakfast,Carpenter-Wright,Supermarket,"2253 Paul Circles
Taylorland, CA 85679",Davidland,001-482-381-7341x4903,410.0,Pending,Charity
276,Fruits,47,2025-03-29,839,Grocery Store,Port Erin,Vegan,Breakfast,"Roth, Estrada and Vang",Grocery Store,"9894 Thornton Stream
East Wesley, VA 88439",Port Erin,(523)837-8597,,,
277,Pasta,30,2025-03-22,244,Supermarket,Toddberg,Non-Vegetarian,Lunch,Chan-Elliott,Supermarket,"16644 Kelli Spur
Gregoryville, SC 80630",Toddberg,021-322-3933x46620,947.0,Cancelled,Charity
278,Soup,35,2025-03-24,66,Restaurant,Lake Michaelfurt,Non-Vegetarian,Lunch,Lambert-Wilson,Restaurant,"2162 Johnson Field
East Caroline, AZ 13953",Lake Michaelfurt,+1-552-690-1512x083,807.0,Completed,NGO
279,Chicken,3,2025-03-25,326,Supermarket,Lake Alicia,Non-Vegetarian,Lunch,"Bender, Jordan and Bennett",Supermarket,"635 Herrera Trafficway
Huynhside, CT 11395",Lake Alicia,001-194-509-7599x83421,323.0,Cancelled,Individual
280,Pasta,44,2025-03-27,393,Restaurant,Heatherview,Vegan,Dinner,Steele Ltd,Restaurant,"79988 Laura Motorway Suite 853
West Kennethfort, NV 88945",Heatherview,001-300-000-8103x26863,,,
281,Rice,28,2025-03-23,356,Supermarket,West Michael,Non-Vegetarian,Breakfast,Espinoza PLC,Supermarket,"410 White Heights
North Todd, ID 25520",West Michael,(410)539-3296,493.0,Completed,Charity
282,Fruits,27,2025-03-25,640,Grocery Store,West Tinamouth,Non-Vegetarian,Lunch,"Cook, Jackson and Griffith",Grocery Store,"45823 Wright Point Apt. 175
Morrowbury, SC 14712",West Tinamouth,496.170.0536x12668,127.0,Pending,NGO
283,Dairy,7,2025-03-30,312,Restaurant,North Ianbury,Non-Vegetarian,Breakfast,Garcia-Hunter,Restaurant,"019 Amy Station
South Daniel, MD 51890",North Ianbury,150-729-4411,,,
284,Vegetables,36,2025-03-27,161,Supermarket,Perezport,Vegetarian,Breakfast,Campbell LLC,Supermarket,"8423 Karen Trace Apt. 648
Johnland, IA 21810",Perezport,001-211-446-3315x74760,990.0,Completed,Shelter
284,Vegetables,36,2025-03-27,161,Supermarket,Perezport,Vegetarian,Breakfast,Campbell LLC,Supermarket,"8423 Karen Trace Apt. 648
Johnland, IA 21810",Perezport,001-211-446-3315x74760,559.0,Pending,Shelter
285,Rice,44,2025-03-19,353,Grocery Store,North Aaron,Vegetarian,Breakfast,Rose-Pearson,Grocery Store,"48119 Luna Villages
Cherylfurt, HI 56512",North Aaron,735.520.0971x89331,377.0,Pending,NGO
286,Pasta,37,2025-03-26,43,Supermarket,South Karen,Vegetarian,Snacks,"Martinez, Johnson and Torres",Supermarket,"66956 Carter Lakes Apt. 029
New Matthewview, OK 90573",South Karen,250.919.8579,,,
287,Salad,20,2025-03-17,882,Supermarket,Jenniferville,Vegan,Breakfast,"Freeman, Allen and Castaneda",Supermarket,"58124 Reeves Stream Suite 880
Dayfurt, IA 16577",Jenniferville,(162)139-2884,663.0,Pending,NGO
288,Bread,48,2025-03-22,703,Catering Service,Lake Jamestown,Vegetarian,Breakfast,Pierce Group,Catering Service,"87040 Smith Lodge
New Robertbury, DE 31100",Lake Jamestown,+1-843-457-7096x3283,,,
289,Vegetables,31,2025-03-17,237,Supermarket,Frederickside,Non-Vegetarian,Breakfast,"White, Crawford and Pearson",Supermarket,"4785 Felicia Circle Suite 239
North Melissa, KY 96802",Frederickside,958.016.7653x7393,,,
290,Dairy,19,2025-03-19,315,Restaurant,Lake Andrewmouth,Non-Vegetarian,Lunch,Nelson LLC,Restaurant,"773 Frazier Ranch
Kellerbury, GA 32205",Lake Andrewmouth,+1-859-029-3911x34890,118.0,Pending,Charity
290,Dairy,19,2025-03-19,315,Restaurant,Lake Andrewmouth,Non-Vegetarian,Lunch,Nelson LLC,Restaurant,"773 Frazier Ranch
Kellerbury, GA 32205",Lake Andrewmouth,+1-859-029-3911x34890,134.0,Pending,Individual
291,Salad,12,2025-03-19,785,Catering Service,Lindseybury,Vegetarian,Breakfast,Crane LLC,Catering Service,"32159 Bradley Canyon
Stevensonside, VA 33070",Lindseybury,001-004-545-5901x1754,876.0,Cancelled,NGO
291,Salad,12,2025-03-19,785,Catering Service,Lindseybury,Vegetarian,Breakfast,Crane LLC,Catering Service,"32159 Bradley Canyon
Stevensonside, VA 33070",Lindseybury,001-004-545-5901x1754,158.0,Pending,Individual
292,Chicken,16,2025-03-17,906,Supermarket,West Kevin,Non-Vegetarian,Breakfast,Wright LLC,Supermarket,"PSC 1473, Box 2158
APO AE 95836",West Kevin,001-515-383-6029x214,830.0,Completed,Shelter
293,Rice,32,2025-03-27,276,Supermarket,Port Eric,Non-Vegetarian,Dinner,Hodge-Leblanc,Supermarket,"2243 John Squares
Johnburgh, TX 33271",Port Eric,3692481031,276.0,Cancelled,Individual
294,Bread,40,2025-03-19,113,Catering Service,East Elizabethberg,Vegan,Dinner,"Anderson, Nicholson and Bruce",Catering Service,"8546 James Fields Apt. 534
Hallborough, AL 55990",East Elizabethberg,+1-274-720-0033x1795,187.0,Cancelled,Shelter
294,Bread,40,2025-03-19,113,Catering Service,East Elizabethberg,Vegan,Dinner,"Anderson, Nicholson and Bruce",Catering Service,"8546 James Fields Apt. 534
Hallborough, AL 55990",East Elizabethberg,+1-274-720-0033x1795,838.0,Completed,Charity
295,Soup,39,2025-03-17,344,Catering Service,North Nicholas,Non-Vegetarian,Dinner,"Mcmillan, Gallegos and Perry",Catering Service,"4963 Decker Loop Apt. 710
West Karen, MO 17141",North Nicholas,247-797-3341x5155,327.0,Cancelled,Shelter
296,Dairy,24,2025-03-19,655,Restaurant,Jimmyberg,Vegan,Lunch,Smith Group,Restaurant,"USCGC Meyer
FPO AP 46538",Jimmyberg,694.134.6616x8811,,,
297,Pasta,46,2025-03-19,409,Grocery Store,East Roberthaven,Non-Vegetarian,Breakfast,Ayala LLC,Grocery Store,"PSC 6395, Box 4259
APO AE 55285",East Roberthaven,714.879.6195x1367,331.0,Cancelled,Individual
297,Pasta,46,2025-03-19,409,Grocery Store,East Roberthaven,Non-Vegetarian,Breakfast,Ayala LLC,Grocery Store,"PSC 6395, Box 4259
APO AE 55285",East Roberthaven,714.879.6195x1367,610.0,Completed,Charity
297,Pasta,46,2025-03-19,409,Grocery Store,East Roberthaven,Non-Vegetarian,Breakfast,Ayala LLC,Grocery Store,"PSC 6395, Box 4259
APO AE 55285",East Roberthaven,714.879.6195x1367,181.0,Cancelled,NGO
298,Chicken,2,2025-03-22,883,Supermarket,New Jacob,Vegetarian,Lunch,"Lewis, Wagner and Solis",Supermarket,"250 Chloe Common
South Elizabethbury, NH 23690",New Jacob,001-094-480-8706,174.0,Cancelled,Individual
299,Dairy,14,2025-03-21,718,Restaurant,Port Victoria,Non-Vegetarian,Lunch,Livingston Inc,Restaurant,"451 Smith Orchard Suite 751
East Rebecca, VA 23186",Port Victoria,+1-956-381-7075,550.0,Pending,Individual
299,Dairy,14,2025-03-21,718,Restaurant,Port Victoria,Non-Vegetarian,Lunch,Livingston Inc,Restaurant,"451 Smith Orchard Suite 751
East Rebecca, VA 23186",Port Victoria,+1-956-381-7075,378.0,Pending,Shelter
300,Pasta,16,2025-03-17,459,Supermarket,Castilloport,Non-Vegetarian,Snacks,Brown Ltd,Supermarket,"8358 Randy Mission
Markmouth, SC 03456",Castilloport,164.699.6716,755.0,Pending,Shelter
301,Rice,35,2025-03-24,886,Restaurant,New Tiffanystad,Vegan,Breakfast,Gentry and Sons,Restaurant,"913 Katrina Mountains Apt. 164
East Thomas, NJ 59999",New Tiffanystad,(845)076-7276,,,
302,Bread,31,2025-03-23,760,Supermarket,Yatesside,Vegan,Snacks,Frederick LLC,Supermarket,"6559 Matthew Turnpike
Johnsonchester, AK 98520",Yatesside,784.860.0232x137,806.0,Completed,NGO
302,Bread,31,2025-03-23,760,Supermarket,Yatesside,Vegan,Snacks,Frederick LLC,Supermarket,"6559 Matthew Turnpike
Johnsonchester, AK 98520",Yatesside,784.860.0232x137,305.0,Pending,NGO
303,Fish,2,2025-03-18,945,Grocery Store,Tamaraside,Vegan,Dinner,Young-Wu,Grocery Store,"6293 Higgins Viaduct Apt. 488
Elizabethmouth, MA 47397",Tamaraside,516-871-5874x60724,,,
304,Fish,5,2025-03-19,639,Supermarket,Richardsonhaven,Vegetarian,Dinner,Chandler-Roberts,Supermarket,"0090 Jerry Viaduct
Lake Suzannechester, GA 84592",Richardsonhaven,(671)036-0993x233,481.0,Pending,Shelter
304,Fish,5,2025-03-19,639,Supermarket,Richardsonhaven,Vegetarian,Dinner,Chandler-Roberts,Supermarket,"0090 Jerry Viaduct
Lake Suzannechester, GA 84592",Richardsonhaven,(671)036-0993x233,840.0,Cancelled,Shelter
305,Soup,14,2025-03-30,38,Supermarket,Perkinsbury,Non-Vegetarian,Breakfast,Lawrence LLC,Supermarket,"USNS Decker
FPO AE 46703",Perkinsbury,580-888-5964,,,
306,Salad,27,2025-03-22,284,Supermarket,North Julieburgh,Non-Vegetarian,Snacks,Cruz Inc,Supermarket,"96242 Luis Mill
South Jeffrey, PA 65606",North Julieburgh,242.471.4335,,,
307,Chicken,20,2025-03-20,384,Grocery Store,Jamesfurt,Non-Vegetarian,Breakfast,Rogers-Warren,Grocery Store,"408 Katelyn Bridge
Dayshire, LA 95554",Jamesfurt,001-439-195-6960,86.0,Pending,Charity
308,Soup,11,2025-03-29,973,Supermarket,New Larry,Vegan,Snacks,Watson LLC,Supermarket,"29574 Scott Flats
Jamestown, ME 66124",New Larry,8591148922,239.0,Pending,NGO
309,Chicken,47,2025-03-27,1000,Restaurant,Brendantown,Vegan,Snacks,Jenkins-Brooks,Restaurant,"53390 Evans Rapids Suite 982
Lake Meghan, MO 44235",Brendantown,266-324-3458x95775,,,
310,Rice,13,2025-03-20,528,Supermarket,Markport,Vegan,Dinner,Baird PLC,Supermarket,"10521 Jared Mill Suite 659
Mccormickhaven, MO 07533",Markport,001-930-122-6265x199,730.0,Cancelled,Shelter
311,Fish,3,2025-03-18,740,Catering Service,Port Marissachester,Vegan,Dinner,Cunningham Ltd,Catering Service,"46457 Alvarado Mews Apt. 640
Terrymouth, VT 01681",Port Marissachester,498-839-7284x63534,,,
312,Fruits,11,2025-03-26,238,Grocery Store,North Julieburgh,Non-Vegetarian,Breakfast,Decker Group,Grocery Store,"4464 Charles Creek
Sanchezborough, GA 09107",North Julieburgh,+1-152-318-5664x8137,838.0,Pending,Charity
313,Fruits,3,2025-03-26,551,Restaurant,East Sandratown,Vegetarian,Snacks,"Holland, Caldwell and Oliver",Restaurant,"7502 Silva Lights Apt. 125
North Brittany, MA 40389",East Sandratown,(670)960-9465,,,
314,Fish,27,2025-03-23,387,Grocery Store,West Juliabury,Vegetarian,Lunch,Barrera-Ward,Grocery Store,"55591 Eric Corners Apt. 955
Riveraburgh, NJ 52897",West Juliabury,958.242.0037,,,
315,Salad,47,2025-03-18,761,Catering Service,New Zachary,Vegetarian,Dinner,"Abbott, Brooks and Moreno",Catering Service,"07566 Pacheco Port Apt. 447
Jenniferstad, VT 74898",New Zachary,(605)444-5107,768.0,Completed,Charity
316,Salad,4,2025-03-28,494,Supermarket,New Denise,Vegetarian,Dinner,"Anderson, Adams and Roberts",Supermarket,"Unit 8792 Box 5188
DPO AP 55807",New Denise,+1-941-120-2190x554,,,
317,Dairy,22,2025-03-21,866,Grocery Store,New Robertstad,Non-Vegetarian,Dinner,Jones-Patterson,Grocery Store,"622 Alan Park Apt. 298
Lake Kimberly, ND 78178",New Robertstad,940.354.9558,407.0,Completed,Charity
318,Pasta,48,2025-03-25,946,Catering Service,Roystad,Vegan,Lunch,"Brock, Newton and Mccormick",Catering Service,"3043 Aguilar Mission
Coltonbury, KS 26858",Roystad,(699)849-3966x8395,555.0,Pending,Individual
319,Chicken,47,2025-03-30,63,Supermarket,Mcclainfurt,Vegetarian,Snacks,"Fuller, Vincent and Fernandez",Supermarket,"Unit 8327 Box 2560
DPO AP 34781",Mcclainfurt,(268)645-8829,832.0,Completed,Shelter
320,Vegetables,26,2025-03-20,484,Restaurant,North Douglasfurt,Vegetarian,Lunch,Nelson-White,Restaurant,"413 Atkinson Lodge
South Michael, WY 43133",North Douglasfurt,001-558-380-9342x873,836.0,Cancelled,Shelter
320,Vegetables,26,2025-03-20,484,Restaurant,North Douglasfurt,Vegetarian,Lunch,Nelson-White,Restaurant,"413 Atkinson Lodge
South Michael, WY 43133",North Douglasfurt,001-558-380-9342x873,68.0,Cancelled,Charity
321,Pasta,20,2025-03-18,572,Supermarket,Lake Cathy,Non-Vegetarian,Lunch,Shaw Group,Supermarket,"PSC 8369, Box 1372
APO AP 87487",Lake Cathy,+1-168-522-2184x289,45.0,Completed,Charity
321,Pasta,20,2025-03-18,572,Supermarket,Lake Cathy,Non-Vegetarian,Lunch,Shaw Group,Supermarket,"PSC 8369, Box 1372
APO AP 87487",Lake Cathy,+1-168-522-2184x289,505.0,Cancelled,NGO
322,Chicken,12,2025-03-26,575,Catering Service,Johnport,Non-Vegetarian,Dinner,Martinez and Sons,Catering Service,"48185 Jasmine Villages
Zimmermanhaven, MN 53468",Johnport,5200035934,,,
323,Dairy,31,2025-03-27,4,Grocery Store,Mendezmouth,Vegan,Snacks,"Clark, Prince and Williams",Grocery Store,"467 Bell Trail Suite 409
Port Jesus, IA 61188",Mendezmouth,556.944.8935x401,863.0,Cancelled,Individual
324,Soup,39,2025-03-24,346,Grocery Store,Thomasville,Vegetarian,Snacks,"Phillips, Wolfe and Martin",Grocery Store,"Unit 1376 Box 6294
DPO AE 62072",Thomasville,001-548-413-4962,31.0,Cancelled,NGO
325,Chicken,32,2025-03-25,365,Restaurant,West Robert,Vegan,Dinner,"Bray, Nguyen and Christensen",Restaurant,"27009 Sheri Forges
Heidiview, AK 10251",West Robert,589.913.5215x7984,607.0,Pending,NGO
326,Soup,25,2025-03-29,407,Restaurant,North Charlesside,Vegan,Dinner,Douglas and Sons,Restaurant,"6331 Kathleen Hill Apt. 153
Johntown, ND 42493",North Charlesside,(883)611-4618x987,629.0,Pending,NGO
326,Soup,25,2025-03-29,407,Restaurant,North Charlesside,Vegan,Dinner,Douglas and Sons,Restaurant,"6331 Kathleen Hill Apt. 153
Johntown, ND 42493",North Charlesside,(883)611-4618x987,437.0,Pending,Shelter
327,Dairy,24,2025-03-22,834,Supermarket,Harrishaven,Vegetarian,Breakfast,Bruce Inc,Supermarket,"642 Schultz Divide Apt. 480
Matthewview, PA 26612",Harrishaven,(258)012-0928x8067,301.0,Completed,NGO
328,Chicken,36,2025-03-19,876,Grocery Store,Brookeland,Vegetarian,Snacks,Rosario-Porter,Grocery Store,"538 Ramsey Trace
Romeroland, MA 69729",Brookeland,867-595-3131,,,
329,Rice,42,2025-03-17,716,Catering Service,North Ryan,Vegetarian,Dinner,Wright-Hogan,Catering Service,"67942 Butler Stream Apt. 519
West Terrichester, NV 43420",North Ryan,001-280-488-8210x18348,74.0,Cancelled,NGO
330,Rice,49,2025-03-19,407,Restaurant,North Charlesside,Vegan,Snacks,Douglas and Sons,Restaurant,"6331 Kathleen Hill Apt. 153
Johntown, ND 42493",North Charlesside,(883)611-4618x987,38.0,Cancelled,Charity
331,Fish,8,2025-03-22,480,Catering Service,East Kevin,Vegan,Breakfast,Brooks-Mccarty,Catering Service,"8686 Thomas Union
East Leonmouth, CO 18252",East Kevin,(297)995-3926,52.0,Cancelled,NGO
332,Rice,12,2025-03-21,616,Restaurant,Clarkberg,Vegetarian,Dinner,Moore-Flowers,Restaurant,"57451 Davis Port Apt. 531
East John, CT 19104",Clarkberg,(256)326-8681x6129,368.0,Completed,NGO
333,Salad,41,2025-03-20,139,Supermarket,Port Connie,Non-Vegetarian,Breakfast,Johnson-Ray,Supermarket,"3639 Jones Brooks
South Matthew, VA 33223",Port Connie,294.692.7978x3473,,,
334,Bread,17,2025-03-19,126,Supermarket,New Rodneyville,Non-Vegetarian,Snacks,"Jackson, Gonzalez and Smith",Supermarket,"99197 Jensen Inlet
Juliaside, AK 27283",New Rodneyville,(590)652-0264x4365,213.0,Cancelled,NGO
335,Rice,38,2025-03-20,664,Catering Service,Jeffreyshire,Non-Vegetarian,Snacks,Caldwell PLC,Catering Service,"07281 Daniel Viaduct
Gabrielmouth, OK 76168",Jeffreyshire,+1-608-327-2565x3004,246.0,Completed,Shelter
335,Rice,38,2025-03-20,664,Catering Service,Jeffreyshire,Non-Vegetarian,Snacks,Caldwell PLC,Catering Service,"07281 Daniel Viaduct
Gabrielmouth, OK 76168",Jeffreyshire,+1-608-327-2565x3004,602.0,Pending,Individual
335,Rice,38,2025-03-20,664,Catering Service,Jeffreyshire,Non-Vegetarian,Snacks,Caldwell PLC,Catering Service,"07281 Daniel Viaduct
Gabrielmouth, OK 76168",Jeffreyshire,+1-608-327-2565x3004,439.0,Pending,Shelter
336,Dairy,36,2025-03-23,101,Restaurant,East Angelafort,Non-Vegetarian,Snacks,Chambers-Waters,Restaurant,"56762 Kimberly Light Suite 474
Matthewmouth, UT 45275",East Angelafort,001-230-322-3448x38934,,,
337,Vegetables,5,2025-03-24,301,Supermarket,East Laurashire,Vegan,Snacks,"Smith, Glover and Mcintyre",Supermarket,"183 Jessica Island Suite 755
Rebeccafurt, ID 61131",East Laurashire,(502)012-9123x94085,,,
338,Chicken,7,2025-03-19,735,Restaurant,Westmouth,Non-Vegetarian,Lunch,Koch Inc,Restaurant,"97748 Anderson Port
Audreyberg, TN 75408",Westmouth,(972)427-3809x5165,848.0,Completed,Individual
339,Pasta,40,2025-03-29,512,Grocery Store,Port Timothystad,Non-Vegetarian,Dinner,Taylor-Lyons,Grocery Store,"816 Jackson Union
West Matthew, NM 60621",Port Timothystad,001-846-553-1363,,,
340,Fruits,3,2025-03-24,634,Supermarket,Colemanton,Vegetarian,Dinner,Morgan-Blackwell,Supermarket,"5801 Duncan Shoals
West Rachel, TX 93833",Colemanton,(254)215-9233,572.0,Pending,Shelter
341,Vegetables,48,2025-03-30,908,Supermarket,East Phillipton,Non-Vegetarian,Dinner,Martinez-Young,Supermarket,"1821 Davis Estates
Dawnstad, ND 73249",East Phillipton,(448)182-4708,,,
342,Vegetables,5,2025-03-27,766,Catering Service,Jonathanmouth,Vegetarian,Lunch,Parker Group,Catering Service,"017 David Crossing Suite 956
South Debraview, MO 17664",Jonathanmouth,197.775.7862x84876,908.0,Completed,NGO
343,Bread,40,2025-03-27,563,Grocery Store,East Angela,Vegan,Snacks,Daniels-Kim,Grocery Store,"002 Donald Glen Suite 515
Edwardschester, OR 44523",East Angela,787.621.3654x1971,,,
344,Vegetables,44,2025-03-23,678,Grocery Store,Lake Travis,Vegan,Snacks,Ruiz-Oneal,Grocery Store,"934 Kelsey Shoals
Tiffanyburgh, IL 56636",Lake Travis,(569)363-0118,,,
345,Pasta,14,2025-03-20,346,Grocery Store,Thomasville,Vegan,Lunch,"Phillips, Wolfe and Martin",Grocery Store,"Unit 1376 Box 6294
DPO AE 62072",Thomasville,001-548-413-4962,229.0,Pending,Shelter
